,entropy
417,8.025729447192319
418,8.025729447192319
419,8.025729447192319
420,8.025729447192319
421,8.025729447192319
422,8.025729447192319
423,8.025729447192319
424,8.025729447192319
425,8.025729447192319
426,8.025729447192319
427,8.025729447192319
428,8.025729447192319
429,8.025729447192319
430,8.025729447192319
431,8.025729447192319
432,8.025729447192319
433,8.025729447192319
434,8.025729447192319
435,8.025729447192319
436,8.025729447192319
437,8.025729447192319
438,8.025729447192319
439,8.025729447192319
440,8.025729447192319
441,8.025729447192319
442,8.025729447192319
443,8.025729447192319
444,8.025729447192319
